REFERENCE,"PRODUCT NAME",EAN,"MAIN PICTURE",CATEGORIES,"BASE PRICE","MAX PRICE",WEIGHT,IMAGES,FEATURES,"ATTRIBUTES TO CHOOSE",DESCRIPTION
216250A,"216250A: Full suspension bush kit SPORT",5902553534306,https://www.strongflex.eu/img/p/1/6/8/7/5/16875.jpg,"Lexus > LS > LS400 II UCF20 94-00",452.85,452.85,7.158,https://www.strongflex.eu/img/p/1/6/8/7/6/16876.jpg|https://www.strongflex.eu/img/p/1/6/8/7/7/16877.jpg|https://www.strongflex.eu/img/p/1/6/8/7/8/16878.jpg|https://www.strongflex.eu/img/p/1/6/8/7/9/16879.jpg,"Pcs / prod: 1|Required/car: 1|Pcs / KIT: 33","Front ARB diameter: 27mm|Rear ARB diameter: 14mm","<p>KIT ID: <strong>216250A</strong></p> <p>Name: Full suspension bush kit SPORT</p> <p>Fits:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>Include:</p> <ul> <li><strong>4x 211925A</strong> Front upper arm bush SPORT</li> <li><strong>2x 211926A</strong> Front anti roll bar bush SPORT</li> <li><strong>2x 211927A</strong> Front lower radius arm to chassis bush SPORT</li> <li><strong>2x 211928A</strong> Front lower arm bush SPORT</li> <li><strong>4x 211929A</strong> Rear upper arm bush SPORT</li> <li><strong>2x 211930A</strong> Rear track control arm Inner bush SPORT</li> <li><strong>2x 211931A</strong> Rear suspension rod bush SPORT</li> <li><strong>2x 211932A</strong> Rear trailing arm - front bush SPORT</li> <li><strong>2x 211933A</strong> Rear trailing arm – rear bush SPORT</li> <li><strong>2x 211934A</strong> Rear anti roll bar bush SPORT</li> <li><strong>2x 211935A</strong> Rear crossmember – front bush SPORT</li> <li><strong>2x 211936A</strong> Rear crossmember – rear bush SPORT</li> <li><strong>1x 211937A</strong> Rear differential – front bush SPORT</li> <li><strong>2x 211938A</strong> Rear differential – rear bush SPORT</li> <li><strong>1x 211939A</strong> Steering rack clamp bush SPORT</li> <li><strong>1x 211940A</strong> Steering rack clamp bush SPORT</li> </ul> <p>Pcs / Kit: 33</p> <p>Diagrams:<br />D2131<br />D2132<br />D2133<br />D2134</p> <p>Hardness: 90ShA</p> <p>Material: POLIURETAN (PUR/PU)</p> <p>To every product we add grease!</p>"
211940B,"211940B: Steering rack clamp bush",5902553533866,https://www.strongflex.eu/img/p/1/6/8/7/3/16873.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00|Start",9.76,9.76,0.055,https://www.strongflex.eu/img/p/1/6/8/7/4/16874.jpg,"Pcs / prod: 1|Required/car: 1",,"<p>Product ID: 211940B</p> <p>Name: Steering rack clamp bush</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>45517-50020</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 1</p> <p>Diagrams:<br />D2134</p> <p>Hardness: 80ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211940A,"211940A: Steering rack clamp bush SPORT",5902553533859,https://www.strongflex.eu/img/p/1/6/8/7/1/16871.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00",10.57,10.57,0.055,https://www.strongflex.eu/img/p/1/6/8/7/2/16872.jpg,"Pcs / prod: 1|Required/car: 1",,"<p>Product ID: 211940A</p> <p>Name: Steering rack clamp bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>45517-50020</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 1</p> <p>Diagrams:<br />D2134</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211939B,"211939B: Steering rack clamp bush",5902553533842,https://www.strongflex.eu/img/p/1/6/8/6/9/16869.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00",9.76,9.76,0.053,https://www.strongflex.eu/img/p/1/6/8/7/0/16870.jpg,"Pcs / prod: 1|Required/car: 1",,"<p>Product ID: 211939B</p> <p>Name: Steering rack clamp bush</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>45516-50020</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 1</p> <p>Diagrams:<br />D2134</p> <p>Hardness: 80ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211939A,"211939A: Steering rack clamp bush SPORT",5902553533835,https://www.strongflex.eu/img/p/1/6/8/6/7/16867.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00",10.57,10.57,0.053,https://www.strongflex.eu/img/p/1/6/8/6/8/16868.jpg,"Pcs / prod: 1|Required/car: 1",,"<p>Product ID: 211939A</p> <p>Name: Steering rack clamp bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>45516-50020</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 1</p> <p>Diagrams:<br />D2134</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211938B,"211938B: Rear differential – rear bush",5902553533828,https://www.strongflex.eu/img/p/1/6/8/6/5/16865.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00",16.26,16.26,0.21,https://www.strongflex.eu/img/p/1/6/8/6/6/16866.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211938B</p> <p>Name: Rear differential – rear bush</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>41651-50110</li> <li>41651-50111</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2133</p> <p>Hardness: 80ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211938A,"211938A: Rear differential – rear bush SPORT",5902553533811,https://www.strongflex.eu/img/p/1/6/8/6/3/16863.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00",17.89,17.89,0.21,https://www.strongflex.eu/img/p/1/6/8/6/4/16864.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211938A</p> <p>Name: Rear differential – rear bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>41651-50110</li> <li>41651-50111</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2133</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211937B,"211937B: Rear differential – front bush",5902553533804,https://www.strongflex.eu/img/p/1/6/8/6/1/16861.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00",15.45,15.45,0.356,https://www.strongflex.eu/img/p/1/6/8/6/2/16862.jpg,"Pcs / prod: 1|Required/car: 1",,"<p>Product ID: 211937B</p> <p>Name: Rear differential – front bush</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>90201-15020</li> <li>90201-15021</li> <li>41653-50030</li> <li>41651-50100</li> <li>41654-50020</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 1</p> <p>Diagrams:<br />D2133</p> <p>Hardness: 80ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211937A,"211937A: Rear differential – front bush SPORT",5902553533798,https://www.strongflex.eu/img/p/1/6/8/5/9/16859.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00",16.26,16.26,0.356,https://www.strongflex.eu/img/p/1/6/8/6/0/16860.jpg,"Pcs / prod: 1|Required/car: 1",,"<p>Product ID: 211937A</p> <p>Name: Rear differential – front bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>90201-15020</li> <li>90201-15021</li> <li>41653-50030</li> <li>41651-50100</li> <li>41654-50020</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 1</p> <p>Diagrams:<br />D2133</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211936B,"211936B: Rear crossmember – rear bush",5902553533781,https://www.strongflex.eu/img/p/1/6/8/5/7/16857.jpg,"Lexus > LS > LS400 II UCF20 94-00",25.2,25.2,0.495,https://www.strongflex.eu/img/p/1/6/8/5/8/16858.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211936B</p> <p>Name: Rear crossmember – rear bush</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>52275-50040</li> <li>52282-50030</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2133</p> <p>Hardness: 80ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211936A,"211936A: Rear crossmember – rear bush SPORT",5902553533774,https://www.strongflex.eu/img/p/1/6/8/5/5/16855.jpg,"Lexus > LS > LS400 II UCF20 94-00",27.64,27.64,0.495,https://www.strongflex.eu/img/p/1/6/8/5/6/16856.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211936A</p> <p>Name: Rear crossmember – rear bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>52275-50040</li> <li>52282-50030</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2133</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211935B,"211935B: Rear crossmember – front bush",5902553533767,https://www.strongflex.eu/img/p/1/6/8/5/3/16853.jpg,"Lexus > LS > LS400 II UCF20 94-00",24.39,24.39,0.472,https://www.strongflex.eu/img/p/1/6/8/5/4/16854.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211935B</p> <p>Name: Rear crossmember – front bush</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>52271-50040</li> <li>52283-50030</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2133</p> <p>Hardness: 80ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211935A,"211935A: Rear crossmember – front bush SPORT",5902553533750,https://www.strongflex.eu/img/p/1/6/8/5/1/16851.jpg,"Lexus > LS > LS400 II UCF20 94-00",26.83,26.83,0.472,https://www.strongflex.eu/img/p/1/6/8/5/2/16852.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211935A</p> <p>Name: Rear crossmember – front bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>52271-50040</li> <li>52283-50030</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2133</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211934B,"211934B: Rear anti roll bar bush",5902553533736,https://www.strongflex.eu/img/p/1/6/8/4/9/16849.jpg,"Lexus > LS > LS400 II UCF20 94-00",8.94,8.94,0.045,https://www.strongflex.eu/img/p/1/6/8/5/0/16850.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211934B</p> <p>Name: Rear anti roll bar bush</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>48815-50130</li> <li>48815-50140</li> <li>48815-50140</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2132</p> <p>Hardness: 80ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211934A,"211934A: Rear anti roll bar bush SPORT",5902553533712,https://www.strongflex.eu/img/p/1/6/8/4/7/16847.jpg,"Lexus > LS > LS400 II UCF20 94-00",9.76,9.76,0.045,https://www.strongflex.eu/img/p/1/6/8/4/8/16848.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211934A</p> <p>Name: Rear anti roll bar bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>48815-50130</li> <li>48815-50140</li> <li>48815-50140</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2132</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211933B,"211933B: Rear trailing arm – rear bush",5902553533705,https://www.strongflex.eu/img/p/1/6/8/4/5/16845.jpg,"Lexus > LS > LS400 II UCF20 94-00",7.32,7.32,0.106,https://www.strongflex.eu/img/p/1/6/8/4/6/16846.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211933B</p> <p>Name: Rear trailing arm – rear bush</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>42304-50060</li> <li>42305-50060</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2132</p> <p>Hardness: 80ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211933A,"211933A: Rear trailing arm – rear bush SPORT",5902553533699,https://www.strongflex.eu/img/p/1/6/8/4/3/16843.jpg,"Lexus > LS > LS400 II UCF20 94-00",8.13,8.13,0.106,https://www.strongflex.eu/img/p/1/6/8/4/4/16844.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211933A</p> <p>Name: Rear trailing arm – rear bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>42304-50060</li> <li>42305-50060</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2132</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211932B,"211932B: Rear trailing arm - front bush",5902553533682,https://www.strongflex.eu/img/p/1/6/8/4/1/16841.jpg,"Lexus > LS > LS400 II UCF20 94-00",8.13,8.13,0.127,https://www.strongflex.eu/img/p/1/6/8/4/2/16842.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211932B</p> <p>Name: Rear trailing arm - front bush</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>48780-50020</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2132</p> <p>Hardness: 80ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211932A,"211932A: Rear trailing arm - front bush SPORT",5902553533675,https://www.strongflex.eu/img/p/1/6/8/3/9/16839.jpg,"Lexus > LS > LS400 II UCF20 94-00",8.94,8.94,0.127,https://www.strongflex.eu/img/p/1/6/8/4/0/16840.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211932A</p> <p>Name: Rear trailing arm - front bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>48780-50020</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2132</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211931A,"211931A: Rear suspension rod bush SPORT",5902553533668,https://www.strongflex.eu/img/p/1/6/8/3/7/16837.jpg,"Lexus > LS > LS400 II UCF20 94-00",6.5,6.5,0.1,https://www.strongflex.eu/img/p/1/6/8/3/8/16838.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211931A</p> <p>Name: Rear suspension rod bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>48710-50030</li> <li>48710-50050</li> <li>48710-50040</li> <li>48720-50020</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p style=""color:#ff0000;""><strong>Notes:</strong><br />This bush is only available in 90ShA hardness (yellow) because the original rubber bush is made of a hard rubber compound.<br />The use of the 80ShA hardness bush (red) will reduce the driving of the car to the original rubber bush.</p> <p>Diagrams:<br />D2132</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211930A,"211930A: Rear track control arm Inner bush SPORT",5902553533651,https://www.strongflex.eu/img/p/1/6/8/3/5/16835.jpg,"Lexus > LS > LS400 II UCF20 94-00",6.5,6.5,0.1,https://www.strongflex.eu/img/p/1/6/8/3/6/16836.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211930A</p> <p>Name: Rear track control arm Inner bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>48730-50030</li> <li>48730-50031</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p style=""color:#ff0000;""><strong>Notes:</strong><br />This bush is only available in 90ShA hardness (yellow) because the original rubber bush is made of a hard rubber compound.<br />The use of the 80ShA hardness bush (red) will reduce the driving of the car to the original rubber bush.</p> <p>Diagrams:<br />D2132</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211929A,"211929A: Rear upper arm bush SPORT",5902553533644,https://www.strongflex.eu/img/p/1/6/8/3/3/16833.jpg,"Lexus > LS > LS400 II UCF20 94-00",12.2,12.2,0.196,https://www.strongflex.eu/img/p/1/6/8/3/4/16834.jpg,"Pcs / prod: 1|Required/car: 4",,"<p>Product ID: 211929A</p> <p>Name: Rear upper arm bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>48770-59025</li> <li>48790-59025</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 4</p> <p style=""color:#ff0000;""><strong>Notes:</strong><br />This bush is only available in 90ShA hardness (yellow) because the original rubber bush is made of a hard rubber compound.<br />The use of the 80ShA hardness bush (red) will reduce the driving of the car to the original rubber bush.</p> <p>Diagrams:<br />D2132</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211928A,"211928A: Front lower arm bush SPORT",5902553533637,https://www.strongflex.eu/img/p/1/6/8/3/1/16831.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00",13.82,13.82,0.3,https://www.strongflex.eu/img/p/1/6/8/3/2/16832.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211928A</p> <p>Name: Front lower arm bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>48068-50020</li> <li>48069-50020</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p style=""color:#ff0000;""><strong>Notes:</strong><br />This bush is only available in 90ShA hardness (yellow) because the original rubber bush is made of a hard rubber compound.<br />The use of the 80ShA hardness bush (red) will reduce the driving of the car to the original rubber bush.</p> <p>Diagrams:<br />D2131</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211927B,"211927B: Front lower radius arm to chassis bush",5902553533620,https://www.strongflex.eu/img/p/1/6/8/2/9/16829.jpg,"Lexus > LS > LS400 II UCF20 94-00",18.7,18.7,0.47,https://www.strongflex.eu/img/p/1/6/8/3/0/16830.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211927B</p> <p>Name: Front lower radius arm to chassis bush</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>48674-50051</li> <li>48660-50041</li> <li>48670-50041</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2131</p> <p>Hardness: 80ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211927A,"211927A: Front lower radius arm to chassis bush SPORT",5902553533606,https://www.strongflex.eu/img/p/1/6/8/2/7/16827.jpg,"Lexus > LS > LS400 II UCF20 94-00",20.33,20.33,0.47,https://www.strongflex.eu/img/p/1/6/8/2/8/16828.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211927A</p> <p>Name: Front lower radius arm to chassis bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>48674-50051</li> <li>48660-50041</li> <li>48670-50041</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2131</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211926B,"211926B: Front anti roll bar bush",5902553533583,https://www.strongflex.eu/img/p/1/6/8/2/5/16825.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00",11.38,11.38,0.07,https://www.strongflex.eu/img/p/1/6/8/2/6/16826.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211926B</p> <p>Name: Front anti roll bar bush</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p></p> <p>OEM:</p> <ul> <li>48815-50111</li> <li>48815-50112</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2131</p> <p>Hardness: 80ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211926A,"211926A: Front anti roll bar bush SPORT",5902553533576,https://www.strongflex.eu/img/p/1/6/8/2/3/16823.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00",12.2,12.2,0.07,https://www.strongflex.eu/img/p/1/6/8/2/4/16824.jpg,"Pcs / prod: 1|Required/car: 2",,"<p>Product ID: 211926A</p> <p>Name: Front anti roll bar bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>48815-50111</li> <li>48815-50112</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 2</p> <p>Diagrams:<br />D2131</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
211925A,"211925A: Front upper arm bush SPORT",5902553533569,https://www.strongflex.eu/img/p/1/6/8/2/1/16821.jpg,"Lexus > LS > LS400 I UCF10 89-94|Lexus > LS > LS400 II UCF20 94-00",15.45,15.45,0.23,https://www.strongflex.eu/img/p/1/6/8/2/2/16822.jpg,"Pcs / prod: 1|Required/car: 4",,"<p>Product ID: 211925A</p> <p>Name: Front upper arm bush SPORT</p> <p>Fit:</p> <ul> <li>Lexus LS400 I UCF10 89-94</li> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>OEM:</p> <ul> <li>48610-59015</li> <li>48630-59015</li> </ul> <p>Pcs/prod: 1</p> <p>Required/car: 4</p> <p style=""color:#ff0000;""><strong>Notes:</strong><br />This bush is only available in 90ShA hardness (yellow) because the original rubber bush is made of a hard rubber compound.<br />The use of the 80ShA hardness bush (red) will reduce the driving of the car to the original rubber bush.</p> <p>Diagrams:<br />D2131</p> <p>Hardness: 90ShA</p> <p>Material: POLYURETHANE (PUR/PU)</p> <p>To every product we add grease!</p>"
216252B_14mm,"216252B: Rear suspension bush kit",5902553534269,https://www.strongflex.eu/img/p/1/6/8/9/1/16891.jpg,"Lexus > LS > LS400 II UCF20 94-00",120.33,120.33,1.74,https://www.strongflex.eu/img/p/1/6/8/9/2/16892.jpg,"Pcs / prod: 1|Required/car: 1|Pcs / KIT: 14","Rear ARB diameter: 14mm","<p>KIT ID: <strong>216252B</strong></p> <p>Name: Rear suspension bush kit</p> <p>Fits:</p> <ul> <li>Lexus LS400 II UCF20 94-00</li> </ul> <p>Include:</p> <ul> <li><strong>4x 211929A</strong> Rear upper arm bush SPORT</li> <li><strong>2x 211930A</strong> Rear track control arm Inner bush SPORT</li> <li><strong>2x 211931A</strong> Rear suspension rod bush SPORT</li> <li><strong>2x 211932B</strong> Rear trailing arm - front bush</li> <li><strong>2x 211933B</strong> Rear trailing arm – rear bush</li> <li><strong>2x 211934B</strong> Rear anti roll bar bush</li> </ul> <p style=""color:#ff0000;""><strong>Notes:</strong><br />Some bushes is only available in 90ShA hardness (yellow) because the original rubber bushes is made of a hard rubber compound.<br />The use of the 80ShA hardness bushes (red) will reduce the driving of the car to the original rubber bushes.</p> <p>Pcs / Kit: 14</p> <p>Diagrams:<br />D2132</p> <p>Hardness: 80ShA</p> <p>Material: POLIURETAN (PUR/PU)</p> <p>To every product we add grease!</p>"
